ID,Year,Age,Length,Month,Latitude,Longitude,Depth,Assignment
66,2015,4,750,May,39.85558333,-124.04985,65.8368,Central Valley
67,2015,4,810,May,39.84978333,-124.0432833,54.864,KlamathR
68,2015,3,880,May,39.92133333,-124.1330667,54.864,Central Valley
69,2015,4,840,May,39.91913333,-124.1305,51.2064,Central Valley
70,2015,3,740,May,39.85296667,-124.0449167,54.864,Central Valley
71,2015,3,730,May,39.8521,-124.0436167,51.2064,Central Valley
72,2015,3,800,May,39.91173333,-124.1316,54.864,KlamathR
73,2015,4,790,May,39.89395,-124.1068167,73.152,KlamathR
74,2015,3,710,May,39.88951667,-124.09805,73.152,Central Valley
75,2015,3,770,May,39.89838333,-124.1138,54.864,Central Valley
76,2015,4,820,May,39.89976667,-124.1157167,62.1792,Central Valley
77,2015,4,810,May,39.87221667,-124.0153833,45.72,Columbia
78,2015,4,760,May,39.8878,-124.06955,54.864,Central Valley
79,2015,4,860,May,39.88833333,-124.0723667,64.008,Central Valley
80,2015,4,870,May,39.87818333,-124.0564833,45.72,Central Valley
81,2015,3,710,May,39.87771667,-124.05545,54.864,Central Valley
82,2015,3,710,May,39.8686,-124.0355833,60.3504,Central Valley
83,2015,5,830,May,39.8658,-124.0291667,73.152,KlamathR
84,2015,3,730,May,39.87488333,-124.0545833,45.72,Central Valley
85,2015,4,710,May,39.87673333,-124.08915,54.864,Central Valley
86,2015,4,720,May,39.87828333,-124.0899667,60.3504,Central Valley
87,2015,3,710,May,39.8793,-124.0907833,NA,Rogue River
88,2015,3,720,May,39.88026667,-124.09155,65.8368,Rogue River
89,2015,4,780,May,39.87895,-124.0735167,60.3504,Central Valley
90,2015,3,740,May,39.8801,-124.0656833,73.152,Central Valley
91,2015,3,720,May,39.88395,-124.0809667,65.8368,Central Valley
92,2015,3,690,May,39.88413333,-124.0818,73.152,Central Valley
93,2015,4,810,May,39.87548333,-124.0814833,60.3504,Central Valley
94,2015,3,800,May,39.8757,-124.0824833,65.8368,Central Valley
95,2015,3,690,May,39.88061667,-124.08225,73.152,KlamathR
96,2015,3,740,May,39.87473333,-124.0736,73.152,Central Valley
97,2015,3,695,May,38.93665,-123.7907667,91.44,Central Valley
98,2015,3,695,May,38.927,-123.8053333,91.44,Central Valley
99,2015,4,NA,May,38.93673333,-123.8030333,91.44,Central Valley
100,2015,4,840,May,38.02303333,-123.1513833,21.9456,Central Valley
101,2015,4,790,May,38.04018333,-123.1747333,21.9456,Central Valley
102,2015,3,740,May,38.44598333,-123.26065,76.8096,Central Valley
103,2015,3,750,May,39.88798333,-124.10885,54.864,Central Valley
104,2015,4,760,May,39.88915,-124.1104,51.2064,NCaliforniaSOregonCoast
105,2015,4,880,May,39.90083333,-124.1052667,54.864,Rogue River
106,2015,3,910,May,39.86036667,-124.0674667,65.8368,Columbia
107,2015,3,740,May,39.89926667,-124.1222167,62.1792,Central Valley
108,2015,3,790,May,39.86328333,-124.0722167,51.2064,Central Valley
109,2015,3,800,May,39.86426667,-124.073,54.864,KlamathR
110,2015,3,730,May,39.87836667,-124.0900833,54.864,Central Valley
111,2015,3,760,May,39.89448333,-124.1094167,65.8368,Central Valley
112,2015,3,770,May,39.89616667,-124.1126,65.8368,Central Valley
113,2015,4,940,May,39.89686667,-124.1141667,65.8368,Rogue River
114,2015,3,740,May,39.8745,-124.08875,65.8368,Central Valley
115,2015,3,750,May,39.87583333,-124.0896667,54.864,KlamathR
116,2015,4,770,May,39.88488333,-124.105,65.8368,KlamathR
117,2015,3,780,May,39.88586667,-124.1062667,65.8368,Central Valley
118,2015,4,860,May,39.88705,-124.1077333,51.2064,Central Valley
119,2015,4,820,May,39.87021667,-124.0847167,65.8368,Rogue River
120,2015,3,650,May,39.88746667,-124.09135,65.8368,Central Valley
121,2015,5,800,May,39.89821667,-124.11325,73.152,KlamathR
122,2015,3,680,May,39.88788333,-124.0968167,73.152,Central Valley
123,2015,3,690,May,39.87948333,-124.0799333,73.152,Central Valley
124,2015,4,770,May,39.88146667,-124.0841667,65.8368,Central Valley
125,2015,5,740,May,39.89181667,-124.1054,65.8368,NCaliforniaSOregonCoast
126,2015,3,750,May,39.87985,-124.0856833,65.8368,Rogue River
127,2015,4,720,May,39.89816667,-124.1064667,54.864,KlamathR
128,2015,4,700,May,39.90141667,-124.1126833,54.864,Rogue River
129,2015,3,650,May,39.89331667,-124.0962667,54.864,Central Valley
130,2015,3,650,May,39.89255,-124.095,65.8368,Central Valley
131,2015,4,750,May,39.9952,-124.1355167,73.152,Rogue River
132,2015,4,790,May,39.99455,-124.1351667,54.864,Central Valley
133,2015,3,690,May,39.95953333,-124.1282167,65.8368,Central Valley
134,2015,3,650,May,39.91585,-124.1162167,73.152,Central Valley
135,2015,3,690,May,39.91898333,-124.1171667,65.8368,Central Valley
136,2015,3,660,May,39.8877,-124.0925,73.152,Central Valley
137,2015,3,680,May,39.87985,-124.0773,73.152,Central Valley
138,2015,3,690,May,39.8917,-124.0913,43.8912,Central Valley
139,2015,3,680,May,39.9017,-124.1113833,73.152,Central Valley
140,2015,3,730,May,39.99906667,-124.1623,54.864,Central Valley
141,2015,3,740,May,39.99583333,-124.1586833,73.152,Central Valley
142,2015,4,870,May,39.99493333,-124.1575833,54.864,Central Valley
143,2015,4,760,May,39.98668333,-124.1490833,64.008,Central Valley
144,2015,4,710,May,39.98243333,-124.14545,64.008,Central Valley
145,2015,4,770,May,39.98065,-124.1446833,82.296,NCaliforniaSOregonCoast
146,2015,4,710,May,39.98,-124.1444833,87.7824,Central Valley
147,2015,4,710,May,39.97318333,-124.1438167,73.152,Central Valley
148,2015,4,840,May,39.97158333,-124.1435667,78.6384,Central Valley
149,2015,5,810,May,39.99245,-124.1608833,73.152,NCaliforniaSOregonCoast
150,2015,5,810,May,39.96116667,-124.14495,73.152,California Coast
151,2015,4,790,May,39.9612,-124.14695,60.3504,KlamathR
152,2015,3,700,May,39.9864,-124.1484333,54.864,KlamathR
153,2015,3,700,May,39.99586667,-124.1503167,36.576,Central Valley
154,2015,5,830,May,39.98833333,-124.14885,82.296,KlamathR
155,2015,4,840,May,39.98753333,-124.14865,87.7824,Rogue River
156,2015,3,710,May,39.98651667,-124.1485167,73.152,Central Valley
157,2015,3,740,May,39.98591667,-124.14835,82.296,KlamathR
158,2015,4,860,May,39.95345,-124.1410333,73.152,NCaliforniaSOregonCoast
159,2015,3,710,May,39.9886,-124.1532167,54.864,Central Valley
160,2015,3,810,May,39.5082,-123.8844833,43.8912,Central Valley
161,2015,4,720,May,39.50951667,-123.8843833,38.4048,KlamathR
162,2015,3,710,May,39.51013333,-123.8854667,38.4048,Central Valley
163,2015,3,710,May,39.50906667,-123.8866667,43.8912,Central Valley
164,2015,3,670,May,39.47368333,-123.8662667,32.9184,Central Valley
165,2015,4,730,May,39.45971667,-123.86945,43.8912,Rogue River
166,2015,4,NA,May,39.45628333,-123.8699333,43.8912,Rogue River
167,2015,4,780,May,39.46895,-123.8670667,32.9184,KlamathR
168,2015,4,765,May,38.77815,-123.7067,49.3776,Central Valley
169,2015,4,765,May,38.78123333,-123.71325,43.8912,Central Valley
170,2015,3,700,May,38.78208333,-123.7152833,38.4048,Central Valley
171,2015,5,820,May,38.91758333,-123.7713667,65.8368,Columbia
172,2015,3,765,May,38.92091667,-123.7738833,76.8096,Central Valley
173,2015,4,725,May,38.92671667,-123.7775333,49.3776,Central Valley
174,2015,3,700,May,38.94455,-123.7877,76.8096,Central Valley
175,2015,4,715,May,38.91096667,-123.7650833,NA,Central Valley
176,2015,4,800,May,38.91346667,-123.76765,73.152,Central Valley
177,2015,4,870,May,38.462,-123.2815667,54.864,Central Valley
178,2015,3,730,May,38.44851667,-123.2668667,43.8912,Central Valley
179,2015,3,740,May,38.45001667,-123.2695833,51.2064,California Coast
180,2015,3,740,May,38.44433333,-123.2642833,43.8912,Central Valley
181,2015,4,830,May,38.45556667,-123.2702,51.2064,Rogue River
182,2015,3,690,May,38.45515,-123.27,36.576,Central Valley
183,2015,3,720,May,38.45618333,-123.2705,54.864,Central Valley
184,2015,3,720,May,38.44118333,-123.2583667,73.152,Central Valley
185,2015,3,740,May,38.4475,-123.2642167,64.008,Central Valley
186,2015,4,780,May,38.48761667,-123.30255,58.5216,Columbia
187,2015,3,710,May,38.4937,-123.3086167,54.864,Central Valley
188,2015,3,780,May,38.44723333,-123.2592667,58.5216,Central Valley
189,2015,3,680,May,38.46428333,-123.2767833,58.5216,Central Valley
190,2015,3,720,May,38.48561667,-123.3000667,73.152,Central Valley
191,2015,3,670,May,38.48565,-123.3001,65.8368,Central Valley
192,2015,4,NA,May,38.48331667,-123.3004667,58.5216,Central Valley
193,2015,3,680,May,38.49305,-123.3074333,43.8912,Central Valley
194,2015,4,890,May,38.50321667,-123.3209833,62.1792,Central Valley
195,2015,3,840,May,39.83736667,-124.0445333,43.8912,Central Valley
196,2015,3,810,May,39.8362,-124.0423167,43.8912,Central Valley
197,2015,3,790,May,39.83825,-124.046,51.2064,MidOregonCoast--Umpqua_sp
198,2015,3,800,May,39.85271667,-124.07365,62.1792,KlamathR
199,2015,4,810,May,39.89953333,-124.1140833,54.864,KlamathR
200,2015,4,800,May,39.88186667,-124.0958667,51.2064,KlamathR
201,2015,4,780,May,39.88105,-124.0947667,51.2064,Rogue River
202,2015,4,810,May,39.9113,-124.1252333,54.864,Columbia
203,2015,4,860,May,39.91058333,-124.1246667,51.2064,KlamathR
204,2015,4,850,May,39.90943333,-124.1238,43.8912,California Coast
205,2015,4,870,May,39.90511667,-124.1206833,62.1792,KlamathR
206,2015,5,890,May,40.00335,-124.1406333,73.152,NCaliforniaSOregonCoast
207,2015,4,850,May,40.02838333,-124.1466667,36.576,MidOregonCoast--Umpqua_sp
208,2015,3,670,May,40.03785,-124.1493,54.864,Central Valley
209,2015,3,730,May,40.0221,-124.1520833,73.152,Central Valley
210,2015,4,780,May,40.03615,-124.15395,65.8368,Rogue River
211,2015,4,740,May,40.0326,-124.1542833,73.152,Rogue River
212,2015,3,700,May,40.02643333,-124.15385,73.152,Central Valley
213,2015,4,850,May,40.01885,-124.1535,73.152,Central Valley
214,2015,4,680,May,40.00786667,-124.1530333,73.152,Central Valley
215,2015,4,780,May,39.99631667,-124.1521,54.864,Rogue River
216,2015,4,720,May,39.97985,-124.1498667,73.152,Rogue River
217,2015,4,820,May,39.97183333,-124.1523333,43.8912,KlamathR
218,2015,4,740,May,39.97666667,-124.1511333,54.864,Rogue River
219,2015,3,680,May,39.98156667,-124.1458,43.8912,Central Valley
220,2015,4,720,May,39.97998333,-124.1446167,65.8368,KlamathR
221,2015,4,710,May,39.97536667,-124.1408167,73.152,KlamathR
222,2015,5,900,May,39.96746667,-124.1334667,54.864,Rogue River
223,2015,4,800,May,39.97238333,-124.1295167,43.8912,Central Valley
224,2015,3,NA,May,39.99115,-124.1344667,29.2608,Central Valley
225,2015,3,700,May,40.01575,-124.1553333,65.8368,Central Valley
226,2015,4,760,May,40.01455,-124.1508,73.152,California Coast
227,2015,4,700,May,40.01423333,-124.1506,73.152,KlamathR
228,2015,4,790,May,40.01301667,-124.14995,73.152,Rogue River
229,2015,5,820,May,40.01035,-124.1492333,82.296,KlamathR
230,2015,4,800,May,40.00983333,-124.1492167,69.4944,KlamathR
231,2015,4,710,May,40.00665,-124.1496,73.152,Central Valley
232,2015,3,760,May,40.00638333,-124.1496833,60.3504,Central Valley
233,2015,5,840,May,40.0046,-124.1525167,45.72,Columbia
234,2015,3,720,May,40.00916667,-124.1521833,64.008,Central Valley
235,2015,3,720,May,40.00966667,-124.1521333,54.864,Central Valley
236,2015,5,800,May,39.99396667,-124.1681167,64.008,KlamathR
237,2015,4,870,May,39.99598333,-124.1698333,73.152,KlamathR
238,2015,4,820,May,40.00555,-124.1739333,64.008,Rogue River
239,2015,4,740,May,40.00685,-124.1741667,NA,KlamathR
240,2015,4,790,May,40.00663333,-124.1711333,91.44,KlamathR
241,2015,3,710,May,39.99468333,-124.1669167,91.44,MidOregonCoast--Umpqua_sp
242,2015,4,690,May,39.97728333,-124.1603,73.152,California Coast
243,2015,4,775,May,38.94691667,-123.7874167,76.8096,Central Valley
244,2015,3,695,May,38.96021667,-123.7888667,65.8368,Central Valley
245,2015,3,750,May,38.9601,-123.7888167,82.296,Central Valley
246,2015,4,745,May,38.91671667,-123.7715667,73.152,Central Valley
247,2015,3,795,May,38.9167,-123.77155,73.152,Central Valley
248,2015,3,740,May,38.92901667,-123.78795,76.8096,Central Valley
249,2015,4,825,May,38.95338333,-123.7927,73.152,Central Valley
250,2015,3,655,May,38.95343333,-123.7927333,65.8368,Rogue River
251,2015,4,695,May,38.92403333,-123.7810333,73.152,Central Valley
252,2015,4,810,May,38.5055,-123.32185,51.2064,Central Valley
253,2015,4,740,May,38.52071667,-123.3405167,51.2064,KlamathR
254,2015,3,730,May,38.52073333,-123.34055,51.2064,Central Valley
255,2015,3,740,May,38.5153,-123.32845,51.2064,Central Valley
256,2015,3,880,May,38.51551667,-123.3316333,62.1792,Central Valley
257,2015,3,680,May,38.50695,-123.32015,58.5216,Central Valley
258,2015,4,740,May,40.024,-124.1372833,54.864,Columbia
259,2015,3,660,May,40.01785,-124.13835,73.152,Central Valley
260,2015,4,870,May,40.01636667,-124.1320667,73.152,Central Valley
261,2015,4,770,May,40.00338333,-124.1297667,65.8368,Central Valley
262,2015,3,680,May,40.00466667,-124.1325167,54.864,Central Valley
263,2015,3,690,May,40.0081,-124.1323167,73.152,Central Valley
264,2015,3,650,May,39.99463333,-124.13185,73.152,Central Valley
265,2015,3,730,May,40.00506667,-124.1336833,65.8368,Central Valley
266,2015,4,810,May,40.01341667,-124.1349,73.152,Central Valley
267,2015,4,790,May,40.01883333,-124.1349,73.152,NCaliforniaSOregonCoast
268,2015,3,710,May,40.01943333,-124.1343,73.152,Central Valley
269,2015,3,680,May,40.00725,-124.1318833,54.864,Central Valley
270,2015,4,770,May,39.99863333,-124.1315667,65.8368,Central Valley
271,2015,3,700,May,40.02198333,-124.1349167,73.152,Central Valley
272,2015,4,850,May,40.01846667,-124.1319167,73.152,Rogue River
273,2015,3,660,May,40.01306667,-124.13205,73.152,Central Valley
274,2015,4,650,May,40.00068333,-124.1338833,65.8368,KlamathR
275,2015,4,690,May,38.941,-123.7899833,49.3776,Central Valley
276,2015,3,670,May,38.94113333,-123.7900667,43.8912,Central Valley
277,2015,4,840,May,38.94123333,-123.7901333,38.4048,Central Valley
278,2015,5,910,May,39.95813333,-124.1499833,65.8368,California Coast
279,2015,4,810,May,39.96045,-124.1615,54.864,KlamathR
280,2015,4,900,May,39.95653333,-124.1487167,65.8368,NCaliforniaSOregonCoast
281,2015,5,820,May,39.9483,-124.1453833,58.5216,Rogue River
282,2015,5,830,May,39.95048333,-124.1475833,69.4944,Rogue River
283,2015,4,780,May,39.95176667,-124.1488833,62.1792,NCaliforniaSOregonCoast
284,2015,4,760,May,39.97666667,-124.1538667,54.864,KlamathR
285,2015,4,770,May,39.9529,-124.15005,54.864,Rogue River
286,2015,4,770,May,39.95378333,-124.1509833,58.5216,KlamathR
287,2015,4,830,May,39.96695,-124.1912,82.296,California Coast
288,2015,3,740,May,39.96738333,-124.1898,62.1792,Central Valley
289,2015,5,900,May,39.9574,-124.14935,62.1792,Rogue River
290,2015,4,830,May,39.92348333,-124.1345167,62.1792,Rogue River
291,2015,3,740,May,39.9244,-124.1351167,69.4944,Central Valley
292,2015,4,890,May,37.93071667,-123.0664,54.864,Central Valley
293,2015,4,670,May,37.9494,-123.0738167,65.8368,Central Valley
294,2015,4,680,May,38.44508333,-123.2618333,58.5216,Central Valley
295,2015,3,670,May,38.50625,-123.3215667,58.5216,Central Valley
296,2015,4,710,May,38.53308333,-123.3631333,54.864,Central Valley
297,2015,3,660,May,38.53345,-123.36485,54.864,Central Valley
298,2015,3,790,May,38.53468333,-123.3667833,54.864,Central Valley
299,2015,4,730,May,38.53598333,-123.3718667,54.864,Central Valley
300,2015,3,690,May,38.536,-123.3719167,43.8912,Central Valley
301,2015,3,720,May,38.53676667,-123.3803833,54.864,Central Valley
302,2015,4,710,May,40.05643333,-124.1606,73.152,NCaliforniaSOregonCoast
303,2015,3,660,May,40.0448,-124.1604833,54.864,Central Valley
304,2015,4,770,May,40.0328,-124.1476,73.152,Central Valley
305,2015,3,700,May,40.04126667,-124.1422667,80.4672,Central Valley
306,2015,4,700,May,40.04645,-124.1441667,73.152,Rogue River
307,2015,4,750,May,40.03995,-124.1496833,73.152,Rogue River
308,2015,4,770,May,39.95381667,-124.1296,87.7824,California Coast
309,2015,3,720,May,39.98905,-124.142,73.152,Central Valley
310,2015,4,840,May,39.95381667,-124.1296,NA,Central Valley
311,2015,4,760,May,39.99585,-124.1457,73.152,Rogue River
312,2015,3,740,May,38.5331,-123.3632,58.5216,Central Valley
313,2015,4,770,May,38.53523333,-123.3785,54.864,Central Valley
314,2015,3,760,May,38.53926667,-123.38755,62.1792,Central Valley
315,2015,4,810,May,39.98498333,-124.1361333,71.3232,KlamathR
316,2015,3,870,May,40.01563333,-124.1548667,76.8096,Central Valley
317,2015,5,910,May,40.01651667,-124.1555833,87.7824,Rogue River
318,2015,4,800,May,40.00568333,-124.1535333,82.296,Rogue River
319,2015,4,920,May,39.9779,-124.1694,69.4944,KlamathR
320,2015,5,910,May,39.98293333,-124.1696833,62.1792,KlamathR
321,2015,4,920,May,39.98206667,-124.1695833,51.2064,Rogue River
322,2015,3,910,May,39.99966667,-124.1739667,62.1792,KlamathR
323,2015,4,930,May,40.00103333,-124.1746,69.4944,Rogue River
324,2015,5,950,May,40.00015,-124.1742833,76.8096,Rogue River
325,2015,5,910,May,40.0005,-124.17605,62.1792,California Coast
326,2015,4,820,May,40,-124.1751833,51.2064,California Coast
327,2015,4,820,May,39.9766,-124.1580167,65.8368,NCaliforniaSOregonCoast
328,2015,5,820,May,39.97421667,-124.15675,54.864,Central Valley
329,2015,4,800,May,39.9753,-124.1572167,51.2064,NCaliforniaSOregonCoast
330,2015,4,740,May,39.98251667,-124.1694333,54.864,Rogue River
331,2015,3,780,May,39.96881667,-124.1597667,69.4944,Rogue River
332,2015,4,920,May,39.96881667,-124.1597667,69.4944,Rogue River
333,2015,4,800,May,39.95501667,-124.1484,73.152,Central Valley
334,2015,4,790,May,39.97171667,-124.1613167,62.1792,Rogue River
335,2015,3,670,May,38.36476667,-123.1537333,21.9456,Central Valley
336,2015,4,940,May,38.37568333,-123.1575333,21.9456,Central Valley
337,2015,3,660,May,38.41745,-123.1901833,43.8912,Central Valley
338,2015,4,660,May,38.47518333,-123.3365167,45.72,Central Valley
339,2015,3,750,May,38.47395,-123.3283167,40.2336,Central Valley
340,2015,4,830,May,38.46771667,-123.3241333,42.0624,Central Valley
341,2015,3,640,May,38.45465,-123.3153,38.4048,Central Valley
342,2015,5,950,May,38.45426667,-123.3196667,65.8368,Central Valley
343,2015,3,640,May,38.45436667,-123.3198333,21.9456,Central Valley
344,2015,3,640,May,38.55636667,-123.3709,38.4048,Central Valley
345,2015,3,730,May,38.56405,-123.3744667,NA,Central Valley
346,2015,2,720,May,38.3688,-123.2326,27.432,Central Valley
347,2015,2,710,May,38.39153333,-123.2614833,54.864,Central Valley
348,2015,3,700,May,38.37593333,-123.24835,49.3776,Central Valley
349,2015,3,690,May,38.37528333,-123.2480833,64.008,Central Valley
350,2015,3,690,May,38.3723,-123.2533667,54.864,Central Valley
351,2015,3,750,May,38.54093333,-123.3821333,32.9184,Central Valley
352,2015,4,830,May,38.53266667,-123.3705667,54.864,Central Valley
353,2015,4,720,May,38.5328,-123.3587667,54.864,Central Valley
354,2015,4,770,May,38.53478333,-123.3593,54.864,Central Valley
355,2015,4,810,May,38.54801667,-123.3922333,43.8912,Columbia
356,2015,4,700,May,38.5609,-123.4119333,54.864,Central Valley
357,2015,3,670,May,38.55226667,-123.3983333,51.2064,Central Valley
358,2015,4,670,May,38.53518333,-123.3709,51.2064,Central Valley
359,2015,3,770,May,38.55623333,-123.4029833,65.8368,Central Valley
360,2015,3,700,May,38.55265,-123.39615,65.8368,Central Valley
361,2015,3,700,May,38.54306667,-123.3794667,65.8368,Central Valley
362,2015,5,840,May,40.03828333,-124.1435667,87.7824,KlamathR
363,2015,3,660,May,40.05866667,-124.1446833,87.7824,Central Valley
364,2015,3,710,May,40.06341667,-124.14715,54.864,Central Valley
365,2015,3,730,May,40.05221667,-124.1442833,65.8368,Central Valley
366,2015,4,670,May,40.04576667,-124.14405,80.4672,KlamathR
367,2015,4,840,May,40.03431667,-124.1460667,54.864,KlamathR
368,2015,4,710,May,40.02935,-124.14665,73.152,KlamathR
369,2015,4,770,May,40.0208,-124.1421,73.152,Rogue River
370,2015,4,720,May,40.02335,-124.1414833,80.4672,KlamathR
371,2015,4,700,May,40.03646667,-124.1420667,73.152,Rogue River
372,2015,4,780,May,40.0453,-124.1439,NA,MidOregonCoast--Umpqua_sp
373,2015,3,720,May,40.04996667,-124.1448833,73.152,Central Valley
374,2015,3,670,May,40.05656667,-124.1466833,73.152,KlamathR
375,2015,3,690,May,40.06831667,-124.1493833,80.4672,Central Valley
376,2015,4,750,May,40.04601667,-124.1436667,80.4672,Rogue River
377,2015,4,840,May,40.07095,-124.1459833,80.4672,Central Valley
378,2015,4,740,May,40.00605,-124.15735,87.7824,Central Valley
379,2015,4,730,May,40.02725,-124.1374833,73.152,Central Valley
380,2015,4,760,May,40.04871667,-124.14495,73.152,Rogue River
381,2015,4,860,May,39.49576667,-123.87545,38.4048,Central Valley
382,2015,3,710,May,39.50313333,-123.8841833,43.8912,Central Valley
383,2015,3,730,May,39.46746667,-123.8707167,32.9184,Central Valley
384,2015,3,670,May,39.48803333,-123.8693333,32.9184,Central Valley
385,2015,3,720,May,39.48823333,-123.8672,27.432,Central Valley
386,2015,3,710,May,38.42046667,-123.2717667,45.72,Central Valley
387,2015,2,720,May,38.3914,-123.2611833,36.576,Central Valley
388,2015,4,830,May,38.54545,-123.3861167,65.8368,Central Valley
389,2015,3,770,May,40.00183333,-124.1671167,69.4944,Rogue River
390,2015,4,800,May,39.99973333,-124.1662167,76.8096,California Coast
391,2015,4,840,May,40.00606667,-124.1738667,87.7824,Rogue River
392,2015,4,850,May,40.00503333,-124.1733,82.296,Rogue River
393,2015,5,880,May,39.92708333,-124.1348833,69.4944,KlamathR
394,2015,5,950,May,39.91523333,-124.1253667,87.7824,Rogue River
395,2015,4,870,May,39.93866667,-124.14115,93.2688,KlamathR
396,2015,3,740,May,39.97323333,-124.15435,93.2688,KlamathR
397,2015,4,820,May,39.94218333,-124.1204167,93.2688,Rogue River
398,2015,5,910,May,39.92811667,-124.1355833,93.2688,KlamathR
399,2015,4,910,May,39.93363333,-124.1389833,87.7824,Rogue River
400,2015,4,810,May,39.99336667,-124.1637333,80.4672,KlamathR
401,2015,3,770,May,38.49083333,-123.3265833,NA,Central Valley
402,2015,3,685,May,38.47625,-123.3189333,43.8912,Central Valley
403,2015,3,680,May,38.45288333,-123.304,54.864,Central Valley
404,2015,3,655,May,38.42841667,-123.2886167,65.8368,Central Valley
405,2015,3,790,May,38.41586667,-123.2816333,21.9456,Central Valley
406,2015,3,650,May,38.42478333,-123.2857333,54.864,Central Valley
407,2015,3,690,May,38.43346667,-123.2878667,65.8368,Central Valley
408,2015,3,680,May,38.51336667,-123.33835,43.8912,Central Valley
